Text,True Label,Predicted Label,Real Category,Subcategory,Original Raw Text
dispute item credit report bank verification leter date leter receive sign   certify mail signature confirmation card charge retain copy signature date receipt time stamp copy credit report bank violate fair credit reporting act section place disclosure credit report require day period day require disclosure epire violate federal law provide credit bureaus proper notice required timeframe evidence certify mail receipt bank remove item credit report refuse let bank know violate federal law remove item credit report,1,0,Credit Cards and Prepaid Cards,Credit card,"I disputed an item on my credit reports with Chase Bank with a verification letter dated XXXX XXXX, 2016 and my letter was received and signed for by Chase Bank on the XXXX XXXX, 2016 [ Certified mail with their signature confirmation card ] Account # XXXX : Bal {$1400.00} [ Charged-Off ] I have retained a copy of their signature and date of receipt, as well as time-stamped copies of my credit reports showing that Chase Bank have violated the fair credit reporting act, section 623 ( a ) ( 3 ) by not placing the disclosure on my credit reports within the required 30-day period.The 30 days required disclosure expired on the XXXX of XXXX. 
As Chase Bank have violated federal law, by not properly providing the credit bureaus with proper notice within the required timeframe, and I have evidence of such, via certified mail receipts, Chase bank must now remove this item from my credit reports, which they are refusing to do. 
Can you please let Chase bank know that they 've violated a federal law and should immediately remove this item from my credit reports."
card run eror supose soft,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",CHASE CARD RAN MY TWICE ON XXXX XXXX AND XXXX IN ERROR WAS SUPPOSED TO BE SOFT ONLY.
mater regard fraud acount total purchase confirm fraud covid notice acount non stop purchase try caling chase wait line hour time try cal check charge close hold hold bank imposible straight day try hold confirm inde fraud hold chase report claim debit card isue refund chase refund begining day charge claim lack care submit paper work ne file police report sem chase intend cover mater obligation s basis banking card use acount wil pay responsibility protect money money bank acount case use protect help date transaction ocure transaction transaction transaction transaction transaction transaction transaction sem chase glitch ocure reveal acount information alow hapen block acount transaction normal customer care ned protect money kep save disaster,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","This matter is regarding a fraud we had on our account. A total purchases of {$4500.00} for XXXX. XXXX confirms it is a fraud. During COVID-19,  we noticed immediately that our account had non stop purchases, we tried calling Chase over and over again and were waiting on the line for more than 2 hours every time while trying to call simultaneously to XXXX to check those charges. XXXX was closed and we could not get a hold on anyone and to get a hold on the bank was impossible, after 10 straight days of trying, we got a hold on XXXX that confirmed it was indeed a fraud and got a hold on chase too to report a claim, XXXX our debit card and issue a refund. Chase gave us a refund in the beginning but than after 30 days they charged us again claiming : lack of care! We can submit all paper work you need, we will also file a police report too. It seems like Chase does not intend to cover this matter, and its their obligation to do so, thats the basis on banking that no one card use our account wrongfully and we will be the ones to pay for something that was under their responsibility. They should protect our money, otherwise why would I have my money in a bank account if everyone case use it and its not protected. Please help us. 
The amount and the date of the transactions as they occurred : XXXX 6 Transaction XXXX 4 Transaction XX/XX/2020 - 2 Transaction XXXX 11 Transaction XXXX 4 Transaction XXXX 9 Transaction XXXX 10 Transaction XXXX 20 Transaction It seems like Chase had a glitch or something had occurred that revealed our account information. How could they allow for something like that to happen without blocking the account immediately? The amount of transactions is beyond normal. And after all of that, no customer care, that needs to protect our money and keep it save. This is a disaster."
mobile deposit check chase acount rental company apartment past year security deposit rental company cale   folowe   discover check deposit cale chase find hapene inform acount restrict order lift restriction speak maker check speak maker acount close day money hold suspension ofice phone number unable chase contact chase tell speak maker stop check contact bank check come tell stop check fund clear acount place chase acount atempte numerous time contact refuse provide direct chase cal refuse provide direct   tele hand try find posible lophole chase close acount hold fund suspension refuse return fund    lift restriction acount ace fund unle speak unable contact speak bank reason chase want ne speak maker check ne talk establish check legitimate fund clear day acount close complete fund acount mean check clear legitimate chase stil restriction acount insist speak maker fel money steal reason hope way fi situation security deposit earn thankyou,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","Hi there, so on XXXX XXXX - I mobile deposited a check I got for {$1100.00} into my Chase account, from the rental company of my apartment for the past 2 years. It was my security deposit I was getting back from having moved out. The rental company is called XXXX XXXX XXXX. The following Monday, the XXXX, I discovered only XXXX $ of the check had deposited - so I called Chase to find out what happened, and they informed me that my account was being restricted. And in order to lift the restriction they had to speak to the maker of the check, XXXX XXXX XXXX. And if they did not speak to the maker, the account would close in 10 days and the money would be held in suspension indefinitely. Unfortunately, XXXX XXXX XXXX does not have an office phone number, as it is independently owned, so I was unable to put Chase in contact with them. Chase told me they must speak with the maker, or I could have them put a stop on the check. But when I contacted XXXX XXXX XXXX ( the bank the check came from ), they told me they could not stop the check because the funds were cleared from their account and were placed into my Chase account. I attempted numerous times to contact XXXX XXXX XXXX, but they refused to provide a direct # for Chase to call, and Chase refused to provide a direct # for XXXX to call. And XXXX XXXX kept telling me there was nothing they could do, as it was out of their hands. I 've tried to find every possible loophole, but now Chase has closed my account completely, still holding the funds in suspension. They refuse to both return the funds back to XXXX XXXX, or lift the restriction off my account for me to access the funds, unless they speak directly to XXXX XXXX XXXX. Which, as I said, I am unable to put them in contact with. I 've spoken to several banks and they all say there is no reason Chase should want or need to speak with the maker of the check, they should only need to talk to XXXX XXXX to establish that the check is legitimate and the funds were cleared. Also, a few days before my account closed, I saw that the complete funds, {$1100.00} were in my account! Which means the check did clear and they were legitimate, however Chase still kept a restriction on my account and insisted on speaking with the maker. I am at a loss of what else to do, I feel like I 've had this money stolen from me, for no reason, and I hope there is a way to fix this situation and get me the security deposit I rightfully earned. Thankyou."
ne dispute item credit report refuse checking credit card statement,2,1,Bank Account or Service,Bank account or service,"I need to dispute an item on my credit report, Chase Bank is refusing to give me my Checking and credit card statements."
   contact reference acount woman tell acount like set payment plan eplain fi income receive check tel work ned check acount acount agre month start continue acount agre mention tell aford acount owe tell pay month talk number month acount check bank statement month charge acount leave balance cale tell tell agre know type money freze check acount bank cash   return freze let try cash   imagine stick pay bank credit overdraft fes open check acount backing information continue deduct check,0,2,Credit Reporting and Debt Collection,Debt collection,"On XX/XX/2018 I contacted XXXX XXXX XXXX in reference to my account. 
The woman told me I also have 2 other accounts and would I like to set up a payment plan for these. I explained that I am on a fixed income and only receive my XXXX check. She tells me should would work with me, They would need to take {$1.00} out of my checking account for each of the 2 accounts which I agreed too. Then on the XXXX of every month starting in XXXX they would continue to take {$25.00} out for each account. Which I agreed. She was mentioning about XXXX I told again only XXXX as this is all I can afford She then said on my other account I owed XXXX which again I told her I again pay XXXX a month. She kept talking all these numbers and finally I said As long as it is XXXX a month per account. I checked my bank statement on the XXXX of the month and I saw I was charged XXXX on one account and XXXX on another leaving me with a XXXX balance. I called them and told them about this and was told I agreed to this amount. I know I didn't as I don't have that type of money Now I had to put a freeze on my checking account as the bank didn't cash the XXXX so it was returned and freezing it would not let them try to cash it again. As for the XXXX I imagine I am stuck paying that but my bank will credit me any overdraft fees. Now I have to go and open another checking account so that XXXX XXXX does not have my backing information and continue to deduct any more checks."
hold proced flod policy payment result huricane harvey wek try money disburse disburse fund acordance policy chase continue demand aditional information eist require way delay pay fund ask speak review file aprove payment isue check busine day chase refuse contact person insist demand documentation delay proce tele way proce eample tell payment isue tell time procese tell   cancel chase demand sign contract submit invoice contractor chase insist sign comply request ask speak review aprove isue check chase refuse cale contractor demand copy license gc license chase ask license number subcontractor provide chase respond demand copy license available document state website proce wek chase information request day refuse place contact aprove disbursement epectation chase demand aditional information continue delay payment refuse contact person authority aprove payment fre contact admit resolve problem refuse transfer,2,3,Bank Account or Service,Checking or savings account,"JP Morgan chase bank holds the proceeds from a flood policy payment as a result of hurricane Harvey. For 4 weeks, I have tried to get money disbursed. Rather than disburse the funds in accordance with their own policy, chase continues to demand additional information ( much of which does not exist or is not required ) as a way to delay paying these funds. I have asked to speak to someone who can review the file, approve payment, and issue the check within XXXX business days. Chase refuses to put me in contact with such a person, and insists that it can't be done. Then, they demand more documentation further delaying the process, while telling me there is no way to move the process forward. For example, after being told payment would be issued by XX/XX/XXXX, I was told several times it was being processed before being told on XX/XX/XXXX that it had been cancelled. Chase then demanded a signed contract ( which does not exist ). I submitted an invoice from the contractor. Chase insisted it had to be signed. I complied with that request and asked to speak with someone who could review it, approve it, and issue the check. Chase refused, and then called the contractor and demanded a copy of his license. GC 's are not licensed in Texas, so chase then asked for the license numbers of any subcontractors. He provided that, and chase responded by demanding a copy of the license, a publicly available document from the state of Texas website. Even though this process has been going on for 4 weeks, and chase has had all information it requested for 4 days, it refuses to place me in contact with someone who can approve the disbursement. My expectation is that chase will demand additional information to continue delaying payment since they refuse to put me in contact with a person who has the authority to approve payment. Feel free to contact XXXX XXXX at chase bank in Georgia, XXXX. She candidly admits she can't resolve my problem, but refuses to transfer me to someone who can."
acount old acount list chase apearing credit report charge acount charge year old delete report company refuse verify information,1,0,Credit Cards and Prepaid Cards,Credit card or prepaid card,I have two accounts old accounts listed from chase appearing on my credit report as a charge off. The accounts and charge offs are over 7 years old they should be deleted from my report. The company refuses to verify any of the information as well
loan automate system report owe audio recording available ataching automate system state owe total payment contact day state owe total day automate system report corect previous cal system report payment incorect information automate system cause delay payment report credit bureau impact credit score point result fes acount customer service department fail adre concern regard automate system match mise payment kind year creditor automate system report corect information consumer rely information timely payment unfair deceptive practice state smal owe automate system charge fes impact customer credit score misinformed owe chase auto loan automate system,3,0,Loans,Vehicle loan or lease,"The JP Morgan Chase & Co Auto Loan automated system incorrectly reports the amount owed. ( I have an audio recording available, attaching below ). The automated system stated that I owe {$280.00} total payment ; while the collections department contacted me the same day stating that I owe over {$500.00} total and one is 30 days behind. The automated system is behind on reporting the correct amount. On my previous call in XXXX the system did not report any payment due at all. Incorrect information on the automated system caused the delay in payment and was now reported to the credit bureau impacting my credit score by a 100 points and resulting in fees on my account. 

The customer service department failed to address any concerns regarding the automated system not matching what they were saying. 

This is my first missed payment of any kind in 10 years and as a creditor the automated system should report the correct information so consumers can rely in that information to make timely payments. 

It's an unfair and deceptive practice to state a smaller amount owed in the automated system and subsequently charge fees and negatively impact the customer 's credit score if the he/she was misinformed on the amount owed by the Chase Auto loan Automated system."
pay setlement chase credit card credit card busine card derogatory true peny chase,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","On XXXX XXXX I paid in settlement to Chase credit cards and these XXXX credit cards were business cards and XXXX show them as in derogatory, but that is not true, because I do n't own any penny to Chase."
victim debt fraud scheme involve line credit fund private lender fictitious borower use likene hold responsible debt leter send chase inform chase record lien release prepared record behalf atache leter chase request chase reveal party cause lien release record inde county registrar require chase spel borower inform acquire conventional loan asume line credit chase acquire mortgage convert mortgage equitable instrument hapen title real property transfer trust,0,3,Credit Reporting and Debt Collection,Debt collection,"I am a victim of a debt fraud scheme involving lines of credits funded by private lenders and fictitious borrowers who are using my name and likeness to hold me responsible for a debt I did not take out. 
On XX/XX/2014 a letter was sent to me from Chase which informs that CHASE records show that the lien release was prepared and recorded on behalf of XXXX XXXX XXXX, XXXX. I have attached the letter from Chase. 
1 ) I am requesting Chase reveal the name of the party that caused the lien release to be recorded or was it "" indexed? '' in the County Registrar 's Office? 
2 ) Require CHASE to spell out the name of the borrower 3 ) Inform me if CHASE acquired a conventional loan from XXXX XXXX, XXXX? OR assumed a line of credit from XXXX XXXX 4 ) Did CHASE acquire a mortgage and convert the mortgage to an equitable instrument? When did this happen? 
5 ) Was title to real property transferred to the Trust?"
stop send mail authorization bil send option paper bil available acorde chase representative turn payment mise chase claim send email email file receive cal atempt colect payment significant change isue previous month short payment late charge reverse chase admit isue credit report stil reflect negative acount reverse late,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","Chase Bank stopped sending mail without authorization. No bills have been sent to me. No option for paper bills are available according to the chase representative. In turn, a payment that did not go through was missed. Chase claims to have sent an email to email on file. However, it was not received. No call was made, no attempt to collect payment. Additionally online account has had significant changes and issues the previous months. 
In short, even though the payment was made, the late charges where reversed by chase and admitting that there was an issue from their part. The credit report still reflects negative. Account shows the reversed late fee 's."
fraudulent acount open,0,2,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",Fraudulent account opened in my name.
  use chase internet bil pay procese home payment contact payment apologize remove late charge maintenance system tok payment phone tell report credit agency late late eror request time corecte refuse decline credit credit report cale write leter unwile corect mistake acknowledge key stroke se atempte time log month contact think payment long tenure chase deserve treat maner pay bil internet pay month problem payment procese ask corect systemic eror,3,1,Loans,Mortgage,"In XXXX 2014 I used Chase internet bill pay and processed my home payment. In XXXX they contacted me and said the payment never went through. They apologized and removed the late charge. They said they were having maintenance or the system was down and took my payment over the phone. They never told me they would be reporting to the credit agencies I was late. I was late but it was not my error. I have requested several times for this to be corrected and they have refused. I recently was declined credit due to this specifically being on my credit reports. I have called, write letters, etc., but they are unwilling to correct their mistake. They acknowledge that by key strokes they can see that I attempted several times to log on between the XXXX of the month of XXXX and then not again until they contacted me on XXXX XXXX. This clearly is because I thought the payment went through. I have a long tenure with Chase and do not deserve to be treated in this manner. I pay my bills through internet bill pay every month and have never had a problem with the payment being processed. I simply ask them to correct this as a systemic error."
purchase charge transaction place dispute case   notice charge acount cale provisional credit charge tell charge post provisional credit provide use debt card try use chase tell acount close fraudulent activity shock report fraud acount find acuse dispute department place fraudulent dispute case duplicate charge contact tell se duplicate charge credit acount day contact chase dispute department eplain credit acount acuse fraudulent dispute claim escalation manager care tell chase decision close acount final customer chase   year character chalenge dispute agent consider detrimental character slander seke kep acount open chase want chase report close check acount want chase checking acount reflect public record close involuntary closure chase wrong file dispute claim duplicate charge dispute case file past,2,1,Bank Account or Service,Checking or savings account,"I made a purchase with XXXX XXXX XXXX on XX/XX/2019 in the amount of {$38.00}. I was charged twice for this transaction. I placed a disputes case with Chase bank on XX/XX/2019 when I noticed the charge on my account. I called back on Sunday, XX/XX/2019 about the provisional credit for the charge and again on Monday, XX/XX/2019. I was told the charge had to post before a provisional credit could be provided. I used my debt card on Monday, XX/XX/2019 then tried to use it again but it would not work. I went to Chase bank on XXXX XXXX XXXX in XXXX XXXX, Nevada and was told that my account was closed due to fraudulent activity. I was shocked because I had not reported fraud on my account. I later found out that I was being accused by the disputes department of placing a fraudulent disputes case for the duplicate charge from XXXX XXXX  XXXX. I later contacted XXXX XXXX  XXXX again and was told that they DID see a duplicate charge and would credit my account within 3 - 5  days. I contacted the chase disputes department again on Monday, XX/XX/XXXX. 2019 and explained thaXXXX XXXX XXXX XXXX would credit my account and that I did not like being accused of making a fraudulent disputes claim. The escalation manager did NOT care and told me that Chase decision on closing my account was final. I had been a customer of Chase for XXXX   years. My character has been challenged by the disputes agents and I consider this to be detrimental to my character and slander. 

I am NOT seeking to keep my account open with Chase BUT I also do NOT want Chase reporting that they closed my checking account involuntarily. 

Once again, I do NOT want Chase to have the checking account that I had with them being reflecting on any public records as being closed as involuntary closure by Chase. 

I did nothing wrong by filing a disputes claim for the duplicate charge or any other disputes cases that were filed in the past."
chase acount close cancelation debt acorde receive ade   income ta obligate pay aditional tais,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",My  Chase account  was never closed as a cancellation of debt according to a received  XXXX  from them. IRS added this amount to my   XXXX   income tax and I was obligated to pay additional taxes.
pay tais county contact county contact chase isue month resolve asurance chase lok mater,3,1,Loans,Mortgage,JP Morgan Chase has not shown proof of paying my taxes to XXXX County. I have a contact at the county who has contacted Chase but the issue is over two months and has not been resolved despite assurances from Chase that they would look into the matter.
falow complaint justus people work main work ask serve country burn card run com treat hero tel way country help ne care chase lied tel stop pay news woman talk record tape destroy unle cot record training purpose ask chase work sell cheat hol lot mor way,3,1,Loans,Mortgage,I just wont to fallow up on my complaint 's I no that it wont go any where we just do n't have any Justus for the people in the USA it is funny I worked since I was XXXX and I do main work and when I was ask to serve my country I went I did not burn my card I did not run to XXXX and after it was all over com back and be treated like a hero you tell me way do n't or country help when we need it I do n't care what chase sais the lied when they said no one would tell some one to stop paying them well I got news for them they did the women that I talked with did and it was recorded all they have to do is get the tape I no that they do n't destroy them unless the do n't wont to get cot with it but it was recorded for training purposes when we ask for a mod that is when chase would not work with us after that they sold us to XXXX XXXX XXXX bank but that was after they cheated us and a hol lot moor the same way XXXX XXXX
credit report unable loan finance vehicle proportion balance credit limit delinquency report base available evidence credit report acount statement chase bank violate right use chase credit card end rise eist credit limit acepte chase staf busine advice request agrement visit bank person consult chase staf reduce credit limit agre tell pay owe balance,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","The Credit Report shows that I was unable to get a loan or to finance a vehicle because of PROPORTION OF BALANCE TO CREDIT LIMITS & SERIOUS DELINQUENCY reported by CHASE BANK Based on available evidence ( credit report and account statement ), Chase Bank violated my rights to use my Chase Credit card ending with XXXX by rising the existing credit limit of {XXXX} which I accepted per Chase staff 's business advice to {XXXX} WITHOUT my request and without my agreement. 

Upon visiting the bank IN PERSON and consulting Chase staff to reduce the credit limit to {XXXX} which I previously agreed to, I was told to pay first what I owe, that is, what is in my balance."
transfer money use ed debit card chase bank suspicious activity chase bank close cale ask wil hapen money transfer chase bank acount hasn post ed debit card transfer,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","i transfer my money using my edd debit card to my chase bank but for some suspicious activity on my chase bank it was closed and then i called them and ask what will happen to the money that i transfer through my chase bank, they said it will go back on my account but until it hasn't posted on my edd debit card, i did the transfer last thursday."
loan chase card payment time reason realize late payment credit report stelar payment record company try contact   chase card sucesful resolution report eror day late,1,0,Credit Cards and Prepaid Cards,Credit card or prepaid card,"I have a loan with CHASE CARD. I have always made my payments on time. For some reason I realized that there was a late payment on my credit report. As you can see, I have always had a stellar payment record with this company. I tried contacting both XXXX, XXXX, XXXX  and CHASE CARD with no successful resolution. XXXX, XXXX and XXXX were reporting me late. There was definitely an error on their part. I was never 30 days late XX/XX/2016."
run credit procese aplication auto lease didn aprove authorize visit car dealer shop auto lease alow lease aplication select vehicle finalize lease transaction run unauthorized aplication auto lease permision report run credit freeze want record credit aplication remove credit history,0,3,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","JP Morgan Chase Bank, NA ran my credit/processed an application for an auto lease that I didn't approve or authorize. I visited a car dealer in XX/XX/2018 to shop for auto leases. I did not allow for a lease application to be put through, as I did not select a vehicle or finalize any part of a lease transaction. JP Morgan Chase ran an unauthorized application for an auto lease without my permission. The report should not have even been run, as my credit is frozen. I want all records of this credit application removed from my credit history."
mise payment   unable contact bank chase phone pay pende payment curent acount speak bank waive late bank report late payment   buy credit point speak chase morgan raise order day wait period bank refuse repair credit score state fair reporting covid problem government asurance legislation,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","I missed the payment for XX/XX/2020 as was unable to contact the bank ( J.P Morgan - Chase ) over the phone as I was on Furlough effective XXXX XX/XX/2020. However I paid the pending payment in XX/XX/2020 and currently current on my account. 

I spoke to the bank in XXXX and they waived off the late fee, However the bank report the the late payment for XX/XX/2020 on XX/XX/XXXX which bought my credit by more than 100 points. 

I spoke to the Chase Morgan and they raised the order but after 4 days waiting period the bank refused the repair the credit score as they stated they did fair reporting and got nothing to do with Covid problem and got nothing to do with what the US government assurance and legislation."
file complaint credit card number credit card year like lok credit card day,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",File an complaint on my credit card ac ount number XXXX my credit card been cutoff since the year of XXXX would like some one to look in to my credit card since day one with okay
help scam dolar acount cale bank help contact police,2,4,Bank Account or Service,Checking or savings account,"Chase Bank would not help when XXXX XXXX scammed $ 1000.00s of dollars out of my account. 

XX/XX/XXXX {$200.00} XXXX XXXX XXXX  XX/XX/XXXX {$600.00} XXXX XXXX XXXX XX/XX/XXXX {$700.00} XXXX XXXX XX/XX/XXXX {$490.00} XXXX XXXX Have called Bank for help and contacted police"
file criminal aplication net comply subpaeona send form deceased husband sign authorize ace bil print copy quash chase mortgage return receipt inform noncompliance certify mail return receipt number district inform crime thank influence response unproductive transfer leter yesterday evidence help,3,1,Loans,Mortgage,I have filed a criminal application in XXXX XXXX magistrate court for next Monday. XXXX has not complied with the subpaeona. they sent me a form for deceased husband to sign authorizing access and a bill for {$230.00} to print out copies. XXXX and XXXX have quashed. Chase mortgage in XXXX did not return receipt. XXXX XXXX was informed of noncompliance with certified mail and return receipt numbers. District Attorney was informed of crimes. XXXX. XXXX. Thanks for your influence. Responses but still unproductive. XXXX transfer letter yesterday.See att evidence. Please help.
concern like dispute validity continue dispute validity acount request acount delete credit report request copy information use open acount verify method verification notify outcome corespondence request sumary dispute proce thank,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","Re : Chase account XXXX To Whom It May Concern : I would like to dispute the validity of chase account XXXX. I continue to dispute the validity of this account I request that the account be deleted from my credit report. I request a copy of all information use to open this account. Can you also verify and forward me the method of verification? Can you notify me of the outcome of this correspondence? I also request a summary of you dispute process Thank you Sincerely,"
pay monitor credit work improve credit base recomendation credit card provide diferent number organization diferent score   bank credit card dispute write leter diferent information decide aply credit card base score send leter reference number concern aplie   acount fel decision base wrong reason work improve credit total score provide score colection acount charge ofe acount recent delinquency public record bankruptcy bankruptcy year old come credit card limit contact decision alert bureau consumer financial protection surounde discrepancy work improve credit contact surounde decision fel fair work page,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","I pay XXXX  to monitor my credit and I have worked hard to improve my credit based on their recommendations. However, when I apply for credit cards they provide me with a totally different number. Each organization has different scores, XXXX  has me a XXXX, XXXX has me a XXXX and XXXX has me at XXXX. Even my bank which I have a credit card with is showing XXXX at XXXX. I have disputed and wrote letters and they are still all different with different information. I decided to apply for a credit card with XXXX and they have me at XXXX based on XXXX  score. I sent this letter on XXXX to JP Morgan : Reference number : XXXX To whom this may concern : I recently applied for an XXXX XXXX XXXX XXXX Account and I feel the decision was based on the wrong reason ( s ). 

I have worked hard to improve my credit and my total score you provided was XXXX when my XXXX  score is XXXX. 

I have zero collections on my account and no charge offed accounts I do not have recent delinquency, public record nor bankruptcy My bankruptcy is over 9 years old and will come off in XXXX of XXXX None of my credit cards are over limit I will be contacting XXXX, XXXX  and XXXX  with this decision along with alerting the Bureau of Consumer Financial Protection surrounding the discrepancies. 

Again, Im working hard to improve my credit and like someone to contact me surrounding this decision. 

I don't feel it's fair that I'm working so hard however no one is on the same page."
   use chase quickpay send seler promise theatre ticket echange payment seler fraudulent contact chase reverse charge payment pende cheat acount acorde chase quickpay faqs pende charge reverse caling chase transaction complete receiver reverse pende busine day transaction update complain mislead online information apologize ask speak high authority chase transfer specialist reiterate policy tell fraudulent seler online information chase quickpay include rhetoric suspect fraudulent activity like reverse payment contact customer suport initiate payment help find misleading customer false sense security,2,4,Bank Account or Service,Checking or savings account,"On XX/XX/2018 I used Chase quickpay to send {$200.00} to a seller who promised theatre tickets in exchange for my payment. The seller was fraudulent and I contacted Chase immediately to reverse the charges. The payment was showing as pending in my cheating account and according to Chase quickpay FAQs pending charges could be reversed. Upon calling Chase they said the transaction was already completed by the receiver and could not be reversed. They said it was showing as pending since it can take a business day for these transactions to update. After complaining about how misleading their online information was they just apologized and said nothing could be done. I asked to speak to a higher authority. Chase transferred me to a sr. Specialist who reiterated the same policy. I told them about the fraudulent seller and how the Online information for Chase quickpay included rhetoric that said If you suspect fraudulent activity and would like to reverse a payment, please contact customer support. They said since I initiated the payment they could not help me. I find this to be extremely misleading by giving customers a false sense of security."
notice late payment information mortgage change hapene month row use monitor credit sell home don know late payment mortgage change contact chase recent change want discus mortgage isue encourage loan modification eligible request mortgage payment order qualify return mortgage payment send foreclosure proce begin stil modification proce encourage continue proce eplain uneasy want pay ful owe lose money denial force acrue mised payment late fes find complaint cfpb chase investigate find fault ruin credit force poverty force sel home weren ready cause lose wait alter payment late hapening investigate want contact chase,0,3,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","Lately I've noticed that my late payment information with JP Morgan Chase mortgage is being changed. It's happened two months in row. I use XXXX XXXX to monitor my credit. We sold the home in 2016, so I don't know why my late payments on that mortgage are being changed now. 
I have not contacted Chase about these recent changes, as I do not want to discuss my mortgage issues with them any further. ( They encouraged we apply for a loan modification that we were never eligible for. Requested I miss mortgage payments in order to "" qualify ''. Returned mortgage payments I sent them. The foreclosure process began even though we were still in the modification process. Encouraged me to continue the process, even after I explained I was very uneasy and wanted to pay in full what I owed. Lost my money after the denial. Forced me to accrue more missed payments and late fees til they found it. I made complaints to the CFPB, in which Chase investigated themselves and found themselves not at fault. Ruined my credit, forced us further into poverty, which then forced us to sell the home when we weren't ready causing us to lose out on around {$30000.00} if we had waited. ) Then suddenly, they are altering when our payments were made and when they were late. Why is this happening? Please investigate. And I do not want to be contacted by Chase."
hospitalize injury sustain military service nation time mise payment minimum payment shoot unable pay payment seek relief soldier chase continue charge eorbitant interest payment push credit send check year refund interest charge push limit fes aplied fes finaly ofere setlement acount owe decline setlement personal honor require pay honest debt time arangement agre repay dime include fes remove negative mark credit report deal repay dime chase end derogatory mark span acount agre remove acount inacurate simple fact payment claim satisfy eorbitant minimum,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","In XX/XX/2012I was hospitalized for a injury sustained in military service to our nation. During this time I missed one payment and my minimum payment shot up to 800-900/mo. I was unable to pay that so I kept making  payments and sought relief under the soldier sailor relief act. Chase continued to charge exorbitant interest payments pushing me further and further behind. To their credit they sent me a check about a year ago refunding me for all the interest that they had illegally charged me. 

However, they pushed me up over my limit with fees, and then applied more fees. Finally they offered me a settlement on my accounts for significantly less then what I owed. I declined their settlement because my personal honor required that I pay any honest debt. 

At that time I made an arrangement, I agreed that I would repay every dime, including their fees, for them to remove all negative marks from my credit report. I kept my part of the deal and repaid them every dime. Chase however, has not kept their end, they have 11 derogatory marks spanning two accounts that they agreed to remove. Further more these accounts are inaccurate due to the simple fact that I was making payments which they claim did not satisfy their exorbitant minimum."
victim identity theft mother live time strugle money live unable contact debt pace fraud alert credit report file police report try contact company debt credit report,1,0,Credit Cards and Prepaid Cards,Credit card or prepaid card,I was a victim of identity theft by my mother who was living with me at the time and struggling with money. She currently does not live with and I have been unable to contact her. The amount of the debt is around {$3200.00}. I have already paced a fraud alert on my credit report and filed a police report and also tried to contact this company but they will not take the debt off my credit report.
