Text,True Label,Predicted Label
scam deposit total person chase acount transaction     day find acount fraudulent contact chase bank person speak advise police report day file police report contact bank today document comunication scamer tell retrieve money,4,2
complaint outstanding charge credit card second new responsive   charge pair man jean believe cfpb case number charge debit credit card advertise regular price cfpb debit formal complaint case number new complaint atempte contact company response complaint charge chase visa card end charge item catalog   owe ar thank,0,1
tell loan defer sumite military order receive notification deferment request receive time stil bile wrong adre receive notification regard payment tell send multiple leter aditional information regard deferment cale credit score decrease delinquent past payment defer,3,0
receive misc total income chase   speak bank customer service rep rep inde endle lop ignorance ask rep eplain list tell don record acount talk customer service customer service turn know zip want rid transfer rep sem outsource know ta law contest receive,1,2
file claim customer year acount great shape receive cal ask procede cancel credit card representative tell receive new card number ask cal bil pay change new number confirm information card come mail activate payment card work cale customer service zip cde change purchase item imit purchase decline notice pay debit card purchase check saving card wasn branch vp cancel new card close check acount number cal file credit card fraud diferent dept open new acount agre freze fraud ace meantime mice wire new acount cale credit card division claim number find   payment payment card balance fraud card receive leter status folowe ask isue new card line victim identity theft tell responsible card card posesion thre day payment know cancel credit card cal colect fraud card tell hapene record cale file complaint receive leter mail personal information find tell liable pule credit report notice cancel fraud stick credit report credit card end bank acount froze negative   didn ace alowe seler want credit card reisue balance record pay fdic insure want aditional want eplanation retirement acount cash link wrong want credit report harase smal town try resolve list house pay wasn tell electricity water shut bank freeze acount overcharge fes draft protection write check tell bounce charge draft fes branch certify copy showing clear bank realize deposit federal acount deposit time wire wek fraudulent checking acount ace tell lady hand cash receipt read cash withdraw total tele come payment e huby year   insurance home lose insurance tel mete atorney homele pursue phone shut po send card pay storage unit think store prof lease let know information ne want research credit payment wasn job purse retirement health fle spending acount mutual fund insurance po icy resolve,1,2
dear chase thank response co operation response eplain information loan question loan use isue loan provide information pertain continue loan originator reason folowe fcra regulation post credit bureau response inquiry wil apreciated thank,3,0
purchase flight hotel   use chase debit card request refund remove ecursion site close return purchase file claim chase fund return finish investigate deny claim remove acount transaction corect visa day date purchase dispute transaction isue agency close month m sure money bank able refund purchase complete,1,2
send numerous leter response,1,0
lease satisfied report incorect formation,3,0
atempte corect problem chase finance tele report corect lease vehicle chase year payment draft acount asumption set auto pay lease past day unpaid receive cal chase dispute isue payment continue dispute isue auto pay multiple atempt try fi chase service helpful contact creditor problem resolve,3,0
today tell atempte deposit chase decide close acount busine writen worth bils check acount today tell close acount writen notification tel reimburse bad check fes charge action know fight   year mortgage modification fact foreclose help chase deny wrong continue foreclose property post foreclosure notice house notify writing help,2,3
eror auto pay cause payment card year late payment rep wile etra mile isue resolve reason acount use come invalid act number consider bank eror acount history loyalty mean base protocol wile result,0,1
aplie fredom card deny folowing reason chase card recent delinquency charge bankruptcy insuficient credit information receive information mail    want know discriminate chase card state charge thing apear credit report fact credit report reflect folowe acount sumary   balance payment credit acount open acount close acount delinquent acount inquiry year derogatory public record fico faith credit beter deny base state asume discriminate remove inquiry stain credit asap inquiry   report,1,0
early card shut write leter tell wait day concern credit card shut chase request credit review credit credit information file finding request credit review credit inquiry contact inquiry remove file police report concern identity theft contact creditor involve pul aplication end credit information file ask chase customer service representative provide clarification ask open line credit   able prior bank acount chase wait steady job start line credit guide chase banker tell late start build credit time authorized user credit card advise chase banker open chase fredom card chase saphire card aprove acumulate debt chase banker encourage open slate card balance transfer deny folowe guidance staf bank trust build credit mise payment pay wel minimum minimize debt posible regard payment activity card end minimum payment pay minimum multiple time high card end minimum payment aplye les month debt past month pay month card end minimum payment pay increment curent rate plan repay card entirety net month patern high risk individual believe credit usage actualy low report report credit score payment history risk delinquent future loyal chase customer diligent responsible finance fi anomaly request second review restore credit card acount thank time consideration card reinstate force use point contact credit bureaus police report clear   send corespondence email receive response understand concern acount wil hapy help forward mesage apropriate review receive response busine day require imediate asistance contact number list coleague wil able asist convenience available asist hour day apreciate busine thank chose chase thank ratish chase email servicing original mesage folow concern card close inquire weren rectify stresful month caling creditor credit reporting agency living debit card postpone plan acro country start schol travel family event force use point second review start epire upset save point flight plane travel grateful card reinstate tok tol price flight rise price plan restart plan point point strategize wonder posible double triple point compensation stre family flight track original plan chase upstanding financial institution open credit card loyal customer situation dire leave uneasy feling apreciate form comunication help rectify mater number email warm regard response receive month realize important sory inconvenience cause understand concern know frustrating acount close glad able reinstate acount unable award compensation acount close reinstate know outcome epect apologize inconvenience cause understand important thank patience value relationship thank chose chase chase email servicing,1,0
log    acount aproval ofer credit card file adre click net scren notify file credit card aplication warning disclosure hard inquiry credit report ask misleading,1,0
file complaint ofice register number response bank satisfactory life short fight right pay late payment charge credit card acount closure tok necesary step able pay future bil want close acount eroneous pretet bank world year acount mortgage erase acount history electronic state response send past year usp twist month arive usp tracking track number find find datum file tais set record,2,1
clasic bad check scam receive cash bad check local chase bank ask transfer check transfer   check bounce lose file police report   police department report incident chase chase unable   transaction product produce consortium bank include chase,4,2
chase credit card pay lot pay cal house phone cel phone relentle pay know pay time problem pay outright harasment,0,1
car reposese,3,0
credit card chase open financial hardship income unable pay isue cancelation debt report tais income chase stil report credit bureau outstanding balance continue increase atempte improve credit impact year cancel debt,1,0
  aplie chase credit card decline year credit card house talk chase inform fact fraud cancel acount talk moment remove hard credit inquiry place acount aplie permision cale eplain fraud aprove aplication notate acount claim inquire remove credit aplie permision cale brush decide try dispute inquire credit report run dead end tell deal credit card company work hard credit inquire report fraudulent like remove company company personal information use discretion concern easy ace information,1,0
continue lying deception year ask stop flode busine mail bo junk mail complain cfpb ignore send form leter cease desist lie day stil receive junk mail adrese,2,0
scam   deposit money busine check acount prosecute money send personal check acount bank tell deposit acount bank try contact bank sem information m customer prof deposit bank acount prof tell acount number ne money send court jail research net time acept kind job ofer want family sufer think break life,4,2
  advise contact complaint efort time try deal chase credit card relate acount open entire life clue unle end year alow eplain hapened job ofer work agency run credit report sure clear start work shock acount open live   ask clear acount credit report initiate job advice contact rely trust resource contact file identity theft claim provide residency contact chase regard open acount fraud identity theft claim open end year close acount clear document provide chase investigator tell find signature match chance prof month send lady type document nede kep tele acount remain open acount open year legal document provide acknowledge stil convince frustration want lose oportunity serve country work travel month   pound document help wipe disaster report record electrical water gas bil auto payment bank statement card health card medical apointment visit work report card   child apear residency document vain lady manager ecuse thing repeat signature match today thousand people identity theft include signature particular ask   yesterday law regard close acount know time frame mean people live like easy tell sue file complaint play hope time prove think day end year signature match think fair waste month play fol job wait conscious wake family suport ne work acount open year site person mind evidence discrimination beg help clear report record provide document prof live work apreciate understanding coperation good regard,1,0
husband real problem think house payment time cale chase bank tell late payment afect credit circumstance low behold late payment crucify hate fact bank lie think time remove negative report credit report begin lie report payment isue time continue report year time remove credit report contact bank contact numerous time,2,0
chase long time send transaction history,2,1
retiere number year pension les dolar month strong dolar start smal order etra income start smal money ask bank chase smal loan let file aplication start time money tight balance bank acount dip hit ton fes insuficient fund past month bank hit unaceptable sure lawyer cover legal moral fight bank mortgage house nedle house unfair dealing agre pay penalty close bilion wrongdoing tok info write bank ofice surprise month stil answer,2,3
find website purchase   pay tracking number package arive cheap phone case pay pay camera flimsy phone case dificult money bank sem scamer instance frustrating ne help recieve refuse imburse cheap phone case purchase product recieve incorect product    try open dispute luck seler want send product cheap phone case plead scam prof scam bank figure protection deny claim file apeal branch prof fa fraud department deny file apeal sure frustrated,2,4
  submit payment phone efective date representative tok payment confirm phone payment procese   receive email confirmation payment post chase auto loan acount contact chase morning confirm post advise reverse payment speak representative conect manager advise representative state cause staf time afecte eplain child medical isue cause check acount overdraft wekend able purchase fod child employe continue place hold minute end shift cause undue mental stre child checking saving acount balance fund acount care child contact chase bank advise stop payment payment reach bank asese chase reimburse deal situation stil date escalate situation presidential ofice chase fel treat unfair record past file bankruptcy financial hardship speak folowe isue resolve single mother income bank eror severity hapene time valuable treat fel treat stupid   mental stre time worth leter apology aceptable,3,2
company bank date,1,0
concern transfer friend use chase quickpay transaction number friend receive cale bank help find money ask representative prof money send evidence money send today mise acount representative ask prove money send help find money thank,2,4
chase acount hack check debut acount catch deposit net day acount chase grant new check acount day son let open busine acount seize fund stop payment bil comite fraud speak fraud department banker wait wek ad money busine acount shut acount tok money ask camera produce unable open acount jeopardy lose busine chase management por disrespectful payment acuse use ilegal fund pay tuition cash deposit couple day,0,2
listing rental home military personel check lok legit background check website people prety legit easy military member rental house reach listing reply send aplication form identification legit file send ne security secure house email lease atorney signature signature wek try property manager hand key day day find answer phone reply tet s fel,4,3
lease car daughter year day schedule monthly payment initial lease period daughter decide etend lease month inform chase payment remain disclose credit monitoring service inform credit score tok hit cale chase holiday wekend cale today inform lease etend new payment arangement set inform leter ask chase today cal inform late payment state acount don cal send leter today receive leter chase state payment setle mater inquire clear delinquent reporting credit bureaus chase state state tell new payment arangement talk daughter tok care lease etension tell detail involve conversation chase ask chase mind send record conversation tell posible derogatory credit report company payment day year etend lease receive new payment know nede reschedule payment chase report delinquent win ace alege cal notify new payment nede schedule,3,0
chase website dificult check statement navigate detail heavy hang time time check statement chase dificult imposible use website pay atention isue computer card bank work quick don spend minute ace chase imposible neded work asure bad programing try fancy programer deliver ask chase ignore sign website heavy respond click regard design think open transaction list right scren idea,1,2
credit card payment past wek wek payment consider chase bank cale minimum time day adition cale cale father knowledge consent minimum time day day ecesive phone cal father answer cal representative tell father knowledge consent credit card tell eact balance credit card time payment past minimum payment owe net payment adition tele father information knowledge consent representative alowe father authorize schedule payment bank acount use payment chase credit card representative alowe father choose check acount use pay bank consent knowledge know contact father share information alowe father authorize payment personal checking acount behalf fund cover payment check acount draft acount bank right contact father let share personal information alow authorize bank withdraw money personal checking acount,0,2
receive alert email turbo ta credit score change reference late auto loan   check mailbo receive notification bank date    car loan day late set auto withdrawal contact chase bank tell auto withdraw system purge eror thi end efecte numerous acount acount efecte tell operator acount month nede month payment pay ful fi isue ask credit reporting isue tell efecte efecte advise dismise concern asure clear month payment month payment paperwork month late payment day payment log line chase acount month review credit report efecte thi auto withdraw system eror point aware system eror alow acount stil report credit bureaus eror fi credit reporting agency inconvenience set acount auto withdraw avoid hapene mention tell pay month contrary notice,3,0
concern write file complaint chase predatory lending practice report negative item year sele social security date birth,1,0
wake realize chase isue credit card   remove think weird unusual hapene log chase online acount available limit card decrease credit limit card customer year use credit card service year check saving service usual monthly spending card pay balance ful month cale chase customer service figure problem transfered multiple department tell acount close close acount investment banking tell acount claim closed customer year stil use card night ask detailed reason close credit card acount tell reason chase decide end relationship ofended wrong bank decide close credit card acount pay balance ful month past couple year single late payment direct deposit wek acount source income adre isue let know acount close,1,2
send debt validation request chase respond request foreclose home request send datum original lender alege debt act concern advise notice send pursuant fair debt colection practice act claim dispute validation request request verification prof mailing adre request validation pursuant title section request ofice provide competent evidence legal obligation pay provide folowe acount loan datum original creditor note ded trust provide writen authorization state permision sel private information party debt colector usc provide prove fact acount loan atache original creditor sign penalty perjury identify original creditor stand debt colector ofice fail respond validation request day date receipt reference acount delete remove credit file copy deletion request shal send like request write telephone contact ofice home place employment ofice atempt telephone comunication include limit computer generate cal cal corespondence send party wil consider harasment future comunication writing send adre note leter usp thank   send mail,3,0
receive treatment tell doctor diference doctor dismise ask leave cale doctor numerous time person chance fi want se doctor second opinion leter state treatment insuficient wrong cale chase advise isue place hold open dispute pay date cale day   wek check status dispute start stage start tell stop cale let know decision tell country proactive ne leter asure let know close case decision day leave country cale time mise unknown number mind voicemail leave close dispute reach wait cale time leave voicemail close dispute cale   wek send email notification cale asume case stil work payment   asure pay acount colection pay etra fes tear tell person ne talk supervisor supervisor tell reopen dispute send leter second opinion doctor tel cale day tele suporte documentation send fa online portal work acept doc fa know receive send notification cal ask supervisor cal direct line nope ask banker email chase teler email single person dispute fa doc email mind actualy chase rep phone wait hold normal county night cale chase morning check dispute minute hold dispute available cal tell ne talk supervisor min sup available cal help cfpb tear frustration date aproache person phone talk provide acurate info person talk past diferent information know trust,1,2
date chase card busine type bank credit card contact information  ,0,1
try transfer chase debit card check acount chase tok money debit card money check acount bank routing checking number verify acurate trace chase helpful recovering find lose fund hold minute fail return phone cal por folowe complaint,1,2
payment usual dismay alert morning payment late day late credit report state speak confirm near day,3,0
pay acount charge delete negative remark acount delete acount record request chase validate acount send payment history time receive auto generate response leter try request validation phone advise write receive result,3,0
divorced primary custodian daughter proce lose home specific credit problem prevent secure refinance loan lower monthly living epense mariage acount open use social security number unbeknownst wife atempte reach creditor receive cal charge afecte daughter person open acount ask help remove particular acount credit report secure home future necesitie thank,1,0
receive large refund d vendor cancel d curent credit card credit   submit request chase mesage portal ask transfer credit check acount respond reach suport team direct phone number card cale card automate answering machine provide option speak state high cal volume asist specific isue telephone isue kep run want fund deposit bank acount,1,2
  company deal dispute transaction unauthorized bank ocasion refer liar refund want know hapene transfer send chase close debit card customer service representative branch phone acount close note authorize close acount try right eror end chase remove merchant pay date email statement chase dead wrong problem nightmare everywek new   lie prof send money,4,2
final payment post acount acount history refund post   cale inquire status tell alow day cale advise busine day release date   cale tell release today day acount pay lien release receive want payment interest refund,3,1
deny bank acount fraudulent acount open chase bring document suporte victim identity theft police report stil deny acount,2,0
fail respond certify leter date violation fair debt colection practice act liable wilful noncompliance fcra false misleading representation usc violate federal law investigate require time frame certify mail receipt remove item failure behalf provide copy alege contract instrument bear signature choice pursue mater court system seke damage folowe defamation negligent enablement identity fraud violation fair credit reporting act require apear county courthouse order defend,1,0
case number adition case number telephone knowledge belive bank telephone atache screnshot cal reject behalf phone cal hour unaceptable new etreme repulsive busine practice case number original complaint adition,3,2
reafirm mortgage home file bankruptcy bankruptcy month chase mortgage begin contact tele time bankruptcy find chase receive proper paperwork lawyer lawyer fa continue cal service member foreclose end want foreclosure record adition bankruptcy want begin repair credit bankruptcy chase clear acount change adre enter chase e husband mail send adre return chase suspect foul play regardle chase company apear por comunication practice efort research document send clear acount servicemember security check net year check   outstanding mortgage debt size cause lose security clearance,0,3
chase card member ervice notify unepected suden reduction credit limit company review acount action bring acount mae range credit bureaus check credit report find negative justify action action reduce credit limit basis justify dem discriminative predatory chase bank action direct negative efect credit rating company acese credit report credit fraud freze alert feature result hard inquiry report consent knowledge payment result discriminative predatory action prior notice credit score afecte ask ofice investigate mater,1,0
representative chase pule permision asociate supervisor inform chase right term condition chase term condition state chase right hand term condition state chase provide credit bureau adre phone number chase obtain credit score chase send leter request pul credit inquiry fine like inquiry remove credit report hard soft inquiry adition try eplain chase wrong chase chase honor term condition chase use term condition eplain obtain point term condition state chase provide pule credit score chase chase request inquiry remove credit limit lower threaten credit limit chase credit card high credit score place adition chase send leter state inquiry proce invalid request remove inquiry base research refuse remove inquiry leter   consumer reporting agency provide try obtain credit score request hard soft inquiry kep credit limit,1,0
write complain refusal credit mortgage acount late charge charge incur acount year period cause technical isue chase com website procese payment time date ful mortgage balance pay include fes involve believe chase credit charge control strong history payment time,3,1
morning problem husband acount bank live nyork city husband die year live year try money cancel acount send credit card code operate internet send document ask death certificate aceptance inheritage translate certificate notary year send department year phone time want mail month lose original document send ne certificate wich necesary acorde shoud enought send leter list document ne receive phone imposible talk person charge case leave mesage thet answer desperate m old ne money impresion intention solution thank,2,1
writen ocasion point report payment status acount close balance imposible key punch eror late acount close balance inacurate information report acount atache ecerpt credit report recent leter dispute,3,0
use chase visa debit card pay purchase bank knowledge consent charge echange rate fes total privilege use card country fes misleading deceptive agre use card know advance chase refuse amend situation reverse charge state authority ability credit tell contact trip turn notification regard charge chase comunicate thing trip know people cal bank trip require fes misleading fraudulent want remove,2,1
   use send acount pay service today receive service touch individual defraud send money chase bank unwile help refund suport mater,4,2
walet steal social security card credit card bank card try open bank phone credit card loan use atm card money,0,2
contact chase auto finance report acount day acount day representative credit dispute department state investigate proce purchase home ruin credit score representative tell request deferment cause acount day eplain advise know hapen defer car payment ask representative eplain hapen,3,0
order item receive item website day receive order   email company   receive order stil receive response item pay shiping item item advertise fre website shiping pay limited time,2,1
bring pay turn send credit bureau request validate claim able false claim ignore request request remove charge status limitation credit cause hard time loan betere credit thank,3,0
try payment chase auto finance    new bank acount try pay check acount phone try cal yesterday tell late fes waive owe normal monthly payment try setup payment yesterday respresentative phone cale use phone automate system payment check want car try setup payment try phone cale cel speak hour supervisor involvement want fes waive able setup car payment use check acount repeat mistake lending institution cause fes fel sobotage advise setup payment check use phone loner use credit card,3,1
employer transfer distribute pay deposit fund acount cale mater resolve hang transfered department resolve isue generaly single mother paycheck chose asist mater,4,2
try concise mortgage servicer use chase home finance year schedule mis wek work reach hand arangement skip month payment pay month half subsequent month catch agre send document sign procede pay agre net month sell mortgage company report credit bureaus payment day pay agre reach multiple time claim remove anotate indicate late proactive reach advance medical isue know financial change alowe payment usual try remove report reach cfpb lot respect mision bureau hope help thank good regard,0,3
fredom unlimited credit card deny atempte pay lunch afternon wife atempte purchase mal purchase deny use card cale bank credit card service   inform credit card fredom fredom unlimited close inquire reasoning inform bank decide close acount credit card close acount refer check save ask notify inform leter send day credit card close hour bounce phone lady banking inform acount review bank decide close acount repeat question answer eact way change word answer customer isue regard payment check saving credit card close eplanation inform continue use checking saving wil stil mail,2,1
recontact previous cfpb complaint chase indicate response unable proces payment acount demand deposit acount check acount false inacurate statement acount payrol deposit acount number route number numerous bil set auto pay acount company isue pule monthly bil chase false pule acount numerous ocasion cal beg rep cause delay right aditionaly state tire proce payment false statement confirm chase multiple ocasion provide corect acount information pul payment folowe confirm time date chase provide chase submit payment request chase dishonest atempt colect aditional fes destroy credit pay price   fes payment chase ofer option pay sem proce payment atache prof chase pule   acount year proce dificult charge late payment advantage year single mother tell tight budget constant inability pul payment charge aditional fes report credit bureaus hurt family sem care ne fi dishonest want credit fi want asurance wil payment schedule want refund late fes schedule anymore payment ocur proce fi cfpb,3,1
bank acount debit charge send merchandise merchant item deliver individual adre pm tracking number send    charge merchandise bank chase refuse dispute case,0,2
cale regular staf information acount win dispute recording owe credit diferent bank steal fund ask refund payment recording state credit right recording like refunded asap believe crime tele bo phone request close acount,1,2
chase credit report pay debt owe money chase acount,1,0
  purchase scoter scoter dealer deliver bike evening   remove bike truck mention noise drive bike year waranty drive work minute notice cable dangle bike snap photo send tet ask supose hang respond push cable bike hand hope supose evening notice bike terible ratle noise tok video send reply electrical tape tape mufle noise decide cal folowe day begin insult tele drive thing mile cal seke perfection perfection plastic scoter folowe contact time begin threaten   disbelief treat way   decide contact chase tel transpire merchant chase recomend bike deliver merchant contact profesional motorcycle tow company pay bike deliver merchant chase recomendation charge merchant balistic threaten slash motorcycle tow company tire hire deliver bike day receive email merchant bike charge day release merchandise pick person pay threaten bike city pound choose bike posesion decide ugly hold bike hostage receive chase charge merchant bike continue send threatening email continue send chase email send kep inform hold merchandise ransom bike merchant chase send leter tele ne leter merchandise order continue dispute eplain chase merchant choose ugly release bike second opinion bike send chase ask send merchant chase aware merchant work bike opinion leter bike chase reverse charge card merchant bike merchandise total find dificult chase se position place ask return bike epect pay refuse pay bike register title contract merchant sale slip purchase aditional background research dealer learn convict felon honest afraid confront safety sumary chase bank tell nede tell return bike,2,1
cale fraud acount document fraud remove acount write bad debt send colection sea travel se fraud care contact contact stil remove acount credit report stil file report agency,1,0
  usp money order deposit acount acount lock chase fraud dept numerous customer service cal tell chase physical branch verify money order complete request action verify day money order debit debit da check charge remove acount transaction day credit acount   withdraw balance   mise acount dozen hour phone chase customer service yield today acount block pende closure leter email comunication update status mising bad banking eperience imaginable smal busine owner ilegal valid verify fund close acount ace transaction history acount close refuse open resolution receive echange hour time email send ofice handle release fund hear day apale customer service quality hapen,4,2
charge acount bank charge denture mouth posesion ihave receive cost benefit efectivene,1,2
mortgage state credit report acount charge chapter bankruptcy acount close include debt chapter plan outside payment timely mise payment contract like report pay agred,3,0
dolar check deposit check acount cal chase cancel check proce check able result pay,4,2
fel victim online scam aplie job profit organization company reach line job interview interview seme legit time receive job ofer net day company email adre sign inform interviewer send sign leter thing state send start check purchase start equipment supose work home oportunity receive line check cale bank isue confirm valid check safe use able confirm real acount seme acurate deposit receive strange request interviewer supervisor report feel person tele thing atm machine withdraw money want bitcoin acount cale chase bank inform strange hapene want cancel check deposit tell able advise bank close curent acount protect money banker create replacement acount day try purchase think fine purchase decline cale chase tel acount close bank future reason eplanation claim record create new acount replacement open year rest cale federal trade comision inform party involve scam nede reference number worie wil afect ability bank party advise total worie angry upset reach organization hire page inform scamer try stop send screnshot email adre image check send sure helpful let know nede hapy provide,2,4
submit credit dispute duplicate bile cale chase auto rep pay date receive cal delinquent acount rep acount deny request investigate restore credit report auto loan pay ful wold investigation duplicate bile,3,0
bank acount deposit cashier check guarante check available withdraw   contract cale eplain hold check   available state contract wel lady nice swet know bank fault state reason couldn release day bank hold ridiculous ask money haven work car payment thing ne pay order survive time hold ridiculous release win depart large check avail day net busine day hold think chase answer phone wait hour okay bank bank supose trust supose kid,4,2
auto payment return acount information change card steal pay net payment son know report late late payment pay fluke particular payment return like remove credit report cale chase forgive late charge rep,3,0
morning international transfer saving acount   saving acount international transfer department register lower authorize deduct transfer charge comision credit send ilegal practice bank,4,2
lose walet cale bank report identity theft bank stil want pay fraudulent transaction,1,0
deposit party check endorse client line credit deposit person branch tel tel bank acept rd party check payment bank reversedthis notification inquire bank reversal thathey mail check recieve check cale theysaid know hapene stop check isue iaske fund check acount replace check isue mail withdraw moneyout chece act pay tell leave busine tochase client payment chase mistake remedy theirmistake refuse try resolve chase dept branchmanager escalaton team case cal today know hapene acept rdparty check refuse antythe writing eplain isueveryday  ,3,2
ne help recover chase wrongful charge impose biling proce mistake want early cancelation total adition threat send big credit bureau colection pay bil timely maner pay agre consumer obligation responsibility pay bil procese fulfil wrong chase force mistake penalty problem biling proce system company chase responsibility hold acountable mistake chase pay time want believe chase share mistake profit derive create chase create mistake gain force wrong deceptive practice fraud profit thank help understanding loke hear send dear chase ne help end bile mistake chase problem company start online payment chase send payment date receive ad penalty cary month month pay bil timely maner pay agred year pay ful balance use minimum payment chase consumer end user obligation pay bil procese fulfil wrong impose penalty bile isue chase maintain check acount time acount mortgage loan chase fail pay bil chase decade reason pay penalty mistake biling proce   problem animosity retaliation   chase bile procesing penalty pasing complaint promise remove penalty turn ade folowing bile cycle month day sign service cut electricity threaten cut time payment penalty dishonor receipt insuficient fund pay bil timely maner month service agrement choice stop service epiration day   impose taking tol health late fes penalty kep ade time total colection agency ask chase reimburse justify charge clear company send credit bureaus colection ask help result problem prefer work chase find solution reach consumer protection agency atach leter document review loke hear,1,3
ne travel order try recover safe deposit bo great grandfather deposit safe security bo bo acquire like sure regard branch   bo order asure eistence bo order travel profitability write repeatability safe deposit bo area receive response atache comunication ask help order obtain branch bo great grandfather lend century acorde control year bank diferent control prof agre cite instruction colect thing lend safe security bo cite background regard save thing broad power atorney fulfiled act colect person charge ranch property cale locate colect house vacant lot locate   hotel town   rent house vacant lot american coresponde furniture colect property title property delivering document bank moment ehibition proy atache photograph ranch answer claim counterclaim behalf opose delaying preventory eception present kind prove certificate signature document opose argue false present contrary present witnese protest contrary ask cro structure solve position recuse high low atorney cause penalty law hear interlocutory final sentence consent favorable ask revocation empire apeal suplicate interpose resource casation rival ask clarification sentence eecute impound represent impound declare person ask auction aset seize design proficient recuse oposite atend auction develop trial receive security lend receipt credit leter submit present trial judgment judge promote sue plaint aim favor right endorse regard isue,2,3
speak   representative chase auto finance car loan pay month loan credit reporting agency pay payment time year credit report tell file bankruptcy tok credit reporting loan include bankruptcy afecte ne loan tok payment subsequent payment pay payment time date reflect credit report leter chase state note pay ful lien fre title payment schedule chase payment pay year loan tell contact bankruptcy atorney corecte state incorect update credit report thank,0,3
pay total balance morgan chase credit acount pay ful stand   receive mail mortgage throw state change fico credit score check score shocked drop point cale morgan chase inform credit limit drop dolar dolar person talk information eplain change inform creditor change close acount chase file complaint time credit score drop point outrageous ruin credit score pay balance ful ilegal acount chase reason destroy credit reason pay balance ful credit score high posible aply busine card help busine fel practice criminal punishable law alow acount holder alowance able change limit afect credit utilization acount holder pay balance ful legaly able change find hapene fact ilegal prepared legal action especialy incident tok place global pandemic stink,0,1
husband send postal service money payment check intercept money order write information cash deposit bank acount service money order inquiry information want responsibility,4,2
close personal credit card inform shut personal bank acount chase customer year delinquent loan maintain acount stand decision catch guard mater bad cale chase ask refuse reason bank decision way treat customer create tremendous burden family credit score afecte credit card shut,2,1
aplied credit card nede aditional document verify information leter indicate nede photo residence send pasport utility bil read pasport ask case turn ne social security number verification pasport photo actualy fine month aplication proce send fa social security card swear receive cal wek stil hear receive fa send mail cal   aplie card time tel wil find status wek obligate tel reject acepte hear cal bank gentleman check status reject verify information aplication close ask send leter eplain goten reject tell obligate send leter ask speak manager manager unavailable cal aply credit card superb credit score credit card   pay bil month deserve reason incompetent bank verify identity folowe single step ask comunicate cal wek check proce unhelpful aplication proce step way clear nede,2,1
transaction bank purchase tracking mtcn merchandise order recieve cliam claim cale chase bank claim close acount refuse refund   dolar email complain myoure agency money   help asap refer   help  ,4,2
wife file chapter bankruptcy year file morgage chase house finance date bankruptcy include dispute court filing kepe house new loan modification bankruptcy mortgage close pay acount include close bankruptcy diferent credit report diferent thing ask lender fi time file dispute major credit reporting company fi update unable refinance house equity loan ne wife credit report fi mortgage eempt bankruptcy new loan afecte credit life,0,3
acount open authorized user permision acount stil active high balance,0,2
response claim payment date increase payment minimum wage help tell nede submit form time reply state dispute response hear reply buiy fod   son work hrs minimum wage help,3,1
scam girl   ask investment tell dolar hapen wait day tell money come minute lie tell pay state dolar inwhich pay,4,2
receive phone couple wek advise owe money chase acountant roughy advise representative cale state phone number chase acount request transfer acount remove social security number unprofesional hostile rude threaten disconect phone cal multiple time procede continue ask payment advise try colect debt advise acount question open fraudulent mean chase violate federal law refuse mandate step corect mater steal check deposit acount chase refuse reimburse receive adequate response resolution file smal claim lawsuit recover damage result acount,1,2
banking chase past year busine acount personal acount credit card payment automatic payment set credit card understanding late day late payment acount automatic payment credit card careful pay bil time ne fi undergo lending busine eror credit file acount number,0,1
company push guideline posible adhere eception company refuse admit scenario,3,0
receive cashier check car sale buyer come cashier check adrese vin car memo member trust money deposit cashier check local chase bank question ask teler inform sell car inform fund available son   hapene check bank statement se refunded cale chase tell refund drive bank physical deposit speak acting manager able pul check tell high chase deme check alter inform sele car car posesion inform buyer state loan acount active cashier check stre thinking scam act manager reasure thing fine bank sort   end cale bank cashier check check teler inform check fraudulent check theirs furious scam lose car file police report chase bank speak manager check mise admit teler catch mistake bafle chase cal bank verify fund deposit day able slep wory investigation case fel chase catch able start loke car soner,4,2
try buy gas bank debit card deny reason decline cale main phone number transfer corporate   reason problem card investigate tell nede card work   minute drive nede gas car reply reason new card opening eist car situation absurd chase know chase aceptable circumstance ne fi asap suficient money acount ne imediate remedy able money thing bad ut ade,1,2
credit card   negotiate setlement balance   setlement chase agre negative information post credit report loan state pay ful les ful balance place item credit report negative contact chase agre corect remove negative mention chase report acount negative,3,0
bank send transaction alow cash money day,4,2
kep try aply chase card,0,1
generaly let people walk isue sound apartment apartment live stay sister father rent place unsafe lease deposit damage rental history long story   stay rest life live drop point drop point eperience drop point   transfer debt interest fre acount improve credit build year destroy apreciate understanding aproache maner fi life young man year old prese time come responsible adult ne iresponsible thief ruin life thank help like fair credit order point purchase candy cane,0,1
